ProjID,StationCode,Year,Month,Lifestage,CPUE
LandingsCPUE,CH01,2011,8,Legal,11.48350843
LandingsCPUE,CH01,2011,9,Legal,13.23291297
LandingsCPUE,CH01,2011,10,Legal,14.77384449
LandingsCPUE,CH01,2011,11,Legal,17.49735881
LandingsCPUE,CH01,2011,12,Legal,17.34333721
LandingsCPUE,CH01,2012,1,Legal,14.1520297
LandingsCPUE,CH01,2012,2,Legal,9.098279965
LandingsCPUE,CH01,2012,3,Legal,7.281219977
LandingsCPUE,CH01,2012,4,Legal,9.296572303
LandingsCPUE,CH01,2012,5,Legal,11.0627033
LandingsCPUE,CH01,2012,6,Legal,12.7441943
LandingsCPUE,CH01,2012,7,Legal,15.1747683
LandingsCPUE,CH01,2012,8,Legal,14.60988761
LandingsCPUE,CH01,2012,9,Legal,14.93978458
LandingsCPUE,CH01,2012,10,Legal,14.43471697
LandingsCPUE,CH01,2012,11,Legal,15.75160376
LandingsCPUE,CH01,2012,12,Legal,12.99745456
LandingsCPUE,CH01,2013,1,Legal,6.498943903
LandingsCPUE,CH01,2013,2,Legal,4.161380522
LandingsCPUE,CH01,2013,3,Legal,2.077681084
LandingsCPUE,CH01,2013,4,Legal,4.092259709
LandingsCPUE,CH01,2013,5,Legal,7.135119763
LandingsCPUE,CH01,2013,6,Legal,8.749788429
LandingsCPUE,CH01,2013,7,Legal,9.186934941
LandingsCPUE,CH01,2013,8,Legal,8.906459561
LandingsCPUE,CH01,2013,9,Legal,11.10307295
LandingsCPUE,CH01,2013,10,Legal,14.57945641
LandingsCPUE,CH01,2013,11,Legal,19.4251744
LandingsCPUE,CH01,2013,12,Legal,12.9003126
LandingsCPUE,CH01,2014,1,Legal,6.416878653
LandingsCPUE,CH01,2014,2,Legal,4.289253675
LandingsCPUE,CH01,2014,3,Legal,3.274926855
LandingsCPUE,CH01,2014,4,Legal,4.264389268
LandingsCPUE,CH01,2014,5,Legal,9.804917384
LandingsCPUE,CH01,2014,6,Legal,9.672955074
LandingsCPUE,CH01,2014,7,Legal,11.21217858
LandingsCPUE,CH01,2014,8,Legal,9.025712931
LandingsCPUE,CH01,2014,9,Legal,12.59007234
LandingsCPUE,CH01,2014,10,Legal,13.39810238
LandingsCPUE,CH01,2014,11,Legal,16.92596601
LandingsCPUE,CH01,2014,12,Legal,13.36528251
LandingsCPUE,CH01,2015,1,Legal,6.582979589
LandingsCPUE,CH01,2015,2,Legal,3.872940153
LandingsCPUE,CH01,2015,3,Legal,3.124238742
LandingsCPUE,CH01,2015,4,Legal,3.530033167
LandingsCPUE,CH01,2015,5,Legal,5.191967213
LandingsCPUE,CH01,2015,6,Legal,8.075901676
LandingsCPUE,CH01,2015,7,Legal,11.27682943
LandingsCPUE,CH01,2015,8,Legal,10.88099439
LandingsCPUE,CH01,2015,9,Legal,12.97873769
LandingsCPUE,CH01,2015,10,Legal,18.20821177
LandingsCPUE,CH01,2015,11,Legal,16.98947484
LandingsCPUE,CH01,2015,12,Legal,13.64339158
LandingsCPUE,CH01,2016,1,Legal,10.42556965
LandingsCPUE,CH01,2016,2,Legal,5.835681429
LandingsCPUE,CH01,2016,3,Legal,5.789661156
LandingsCPUE,CH01,2016,4,Legal,9.028265102
LandingsCPUE,CH01,2016,5,Legal,9.351013185
LandingsCPUE,CH01,2016,6,Legal,12.00341816
LandingsCPUE,CH01,2016,7,Legal,11.63314997
LandingsCPUE,CH01,2016,8,Legal,11.49118253
LandingsCPUE,CH01,2016,9,Legal,16.93313255
LandingsCPUE,CH01,2016,10,Legal,15.44573509
LandingsCPUE,CH01,2016,11,Legal,14.82780686
LandingsCPUE,CH01,2016,12,Legal,13.1533225
LandingsCPUE,CH01,2017,1,Legal,11.25337129
LandingsCPUE,CH01,2017,2,Legal,7.019379854
LandingsCPUE,CH01,2017,3,Legal,3.931899089
LandingsCPUE,CH01,2017,4,Legal,6.638255689
LandingsCPUE,CH01,2017,5,Legal,8.172406961
LandingsCPUE,CH01,2017,6,Legal,8.488731571
LandingsCPUE,CH01,2017,7,Legal,12.1947657
LandingsCPUE,CH01,2017,8,Legal,12.85091622
LandingsCPUE,CH01,2017,9,Legal,15.26641512
LandingsCPUE,CH01,2017,10,Legal,14.62797303
LandingsCPUE,CH01,2017,11,Legal,17.99725279
LandingsCPUE,CH01,2017,12,Legal,15.05420383
LandingsCPUE,CH01,2018,1,Legal,6.695323024
LandingsCPUE,CH01,2018,2,Legal,8.136122779
LandingsCPUE,CH01,2018,3,Legal,5.219479938
LandingsCPUE,CH01,2018,4,Legal,6.000191024
LandingsCPUE,CH01,2018,5,Legal,9.581451048
LandingsCPUE,CH01,2018,6,Legal,10.54931292
LandingsCPUE,CH01,2018,7,Legal,11.0543722
LandingsCPUE,CH01,2018,8,Legal,12.64352545
LandingsCPUE,CH01,2018,9,Legal,14.76793705
LandingsCPUE,CH01,2018,10,Legal,14.77376427
LandingsCPUE,CH01,2018,11,Legal,17.88548359
LandingsCPUE,CH01,2018,12,Legal,14.49366279
